244,㑳
245,㑺
246,㒓
247,㒺
251,㕁
252,㕑
253,㕘
255,㕠
258,㕶
263,㗄
267,㘆
270,㘚
273,㘭
274,㘱
278,㙟
279,㙡
281,㚁
289,㝃
290,㝛
291,㝠
292,㝡
299,㞞
300,㟁
305,㠀
306,㠄
309,㠣
310,㠯
311,㠶
313,㡌
314,㡑
316,㢘
319,㤙
325,㥦
326,㥫
327,㥮
328,㥵
337,㧱
339,㨗
340,㨘
341,㨪
342,㨿
343,㩋
344,㩐
345,㩗
346,㩙
348,㩦
349,㩳
350,㪍
352,㪚
353,㪟
356,㬉
361,㬪
364,㮣
366,㯭
367,㯳
370,㰍
371,㱃
374,㱮脓
376,㳂
377,㳄
379,㳒
385,㴱
393,㷟
405,㻫
408,㼆
409,㼈
411,㼝
412,㽁
415,㽞
420,㾹
422,㿜
426,䀉
429,䁪
430,䂫
433,䃉
435,䃘
436,䃠
437,䃮
439,䄍
449,䈎
450,䈰
451,䉬
452,䉲
453,䉵
454,䉵
455,䉵
456,䊪
457,䋎
458,䌈
459,䌥
467,䎱
476,䑲
478,䒣
486,䓣
492,䔛
494,䕭
496,䖏
506,䗬
508,䗻
509,䘌
510,䘏
511,䘑
514,䘚
515,䘮
517,䙡
518,䛐
519,䛡
523,䝔
525,䝟
526,䝼
530,䞓
532,䠀
533,䠊
534,䠱
535,䠶
536,䡵
540,䤌
541,䤨
542,䤼
543,䥇
544,䥑
545,䥕
546,䥛
547,䥥
552,䦛
553,䦟
557,䧡
558,䨦
562,䩄觍
566,䪍
567,䫈
568,䫏
569,䬃
570,䭔
571,䭾
572,䮄
574,䯧
579,䰖
580,䰛
581,䰟
582,䰾
583,䱗
584,䱚
585,䱛
586,䱵
587,䱷
588,䱻
589,䲁
590,䲗
591,䲘
595,䳍
596,䳘
597,䴈
598,䴉
608,䴚
610,䴸
613,䶊
614,䶕
615,䶗
616,䶧
692,一古脑儿
809,一槌定音
969,丁宁
1730,不是玩的
2143,丟
2252,並
2503,丰富多采
2834,义无返顾
2975,乗
3136,书柬
3254,乹
3256,乾
3259,亁
3260,亂
3403,二簧
3481,云豆
3571,五痨七伤
3590,五采缤纷
3612,亙
3628,亞
3843,亯
3844,亱
3907,亷
3996,人材
4084,亾
4309,仛
4311,仝
4543,伀
4584,伏侍
4599,伏罪
4604,伏输
5019,佀
5033,佇
5034,佈
5068,低徊
5196,佔
5258,余辉
5374,佢
5407,佳宾
5417,併
5469,來
5471,侈糜
5506,侖
5641,侴
5657,侷
5658,侷促
5706,係
5749,俔
5777,俛
5823,保母
5858,保镳
5881,俞
5885,俠
5898,信口开合
5962,俥
6058,俻
6060,倀
6062,倆
6063,倈
6064,倈
6065,倉
6066,個
6080,倐
6081,們
6124,倒楣
6172,倖
6176,倘佯
6263,倣
6280,倫
6286,倳
6289,倸
6406,偉
6470,偘
6569,偪
6573,偰
6577,側
6578,偵
6616,偺
6621,偻㑩
6622,偽
6635,傅会
6641,傌
6655,傑
6659,傖
6660,傘
6661,備
6662,傚
6663,傜
6664,傢
6712,傭
6713,傯
6724,傳
6725,傴
6726,債
6727,傷
6740,傾
6741,僂
6743,僅
6745,僉
6746,僊
6747,働
6758,像貌
6759,僑
6761,僕
6770,僞
6773,僤
6774,僥
6782,僨
6790,僱
6800,僶
6801,價
6809,僾
6810,儀
6811,儁
6812,儂
6813,億
6814,儅
6818,儈
6819,儉
6821,儌
6822,儌倖
6823,儍
6824,儎
6825,儐
6839,儔
6840,儕
6842,儗
6843,儘
6844,償
6848,優
6849,儭
6850,儱
6851,儲
6854,儵
6855,儷
6856,儸
6857,儹
6858,儺
6859,儻
6860,儼
6903,元元本本
6921,元来
6924,元煤
6967,兇
7104,光采
7166,兎
7175,兒
7245,兠
7269,入坐
7389,兩
7696,关连
7893,冄
7916,内哄
8018,冊
8038,再接再砺
8055,冐
8285,冪
8584,凃
8679,凍
8730,凔
8732,凙
8737,凜
8750,凝炼
8764,凟
8799,凢
8812,処
8835,凱
8838,凴
9058,出谋画策
9156,刄
9163,分付
9564,刦
9565,刧
9616,刪
9668,刬除
9706,刴
9803,刻日
9805,刻期
9816,刼
9833,剄
9835,則
9836,剉
9837,剉
9851,剋
9938,剏
9966,剗
9967,剙
9969,剛
9976,剠
10008,剨
10033,剮
10084,剳
10085,剴
10086,創
10087,剷
10088,剹
10104,劃
10107,劄
10108,劄记
10109,劇
10132,劉
10133,劊
10134,劌
10135,劍
10137,劑
10138,劒
10140,劗
10143,劚
10189,劝戒
10321,劤
10511,効
10532,勁
10541,勅
10565,勌
10569,勑
10584,動
10587,勗
10597,務
10599,勛
10600,勝
10601,勞
10611,勢
10612,勣
10613,勣
10632,勥
10633,勦
10634,勩
10636,勱
10637,勳
10638,勵
10640,勸
10649,勾划
10661,勾联
10686,匃
10688,匄
10762,匊
10870,匟
10901,匭
10906,匯
10907,匱
10908,匲
10909,匳
10910,匵
10970,區
11010,十锦
11168,卋
11263,協
11532,卤莽
11552,卨
11710,卸傤
11721,卹
11723,卻
11727,厀
11790,压伏
11835,压韵
11849,厓
11857,厖
11863,厙
11887,厛
11940,原故
11965,原由
11990,厠
11994,厤
12011,厪
12012,厫
12013,厭
12021,厰
12022,厲
12023,厴
12107,参预
12109,參
12200,双𨱑
12307,収
12314,发人深醒
12661,叙文
12665,叙言
12670,叚
12680,叜
12691,叡
12692,叢
12892,叫化子
12957,可可的
12976,可惜了的
13763,吒
13777,吚
13823,吢
13867,含胡
13959,吳
14078,告戒
14111,呌
14194,呪
14236,呶
14319,咊
14479,咲
14486,咵
14501,咼
14584,哄动
14594,哅
14695,員
14756,哶
14777,唄
14812,唓
14816,唕
14818,唘
14819,唙
14820,唚
14848,唫
14918,唸
14919,唻
15010,啎
15011,問
15013,啑
15014,啓
15018,啗
15024,啞
15025,啟
15027,啢
15028,啣
15116,喆
15146,喎
15152,喒
15159,喘嘘嘘
15211,喝倒采
15216,喝采
15224,喦
15237,喪
15238,喫
15239,喬
15241,單
15243,喲
15288,喽罗
15290,嗁
15296,嗆
15297,嗇
15303,嗊
15307,嗎
15326,嗚
15353,嗩
15371,嗶
15391,嘅
15392,嘆
15406,嘍
15422,嘑
15424,嘔
15425,嘖
15426,嘗
15438,嘜
15448,嘠
15456,嘩
15461,嘮
15462,嘯
15463,嘰
15497,嘵
15502,嘷
15503,嘸
15506,嘹喨
15511,嘽
15516,噁
15517,噁
15521,噉
15530,噏动
15531,噐
15541,噚
15544,噝
15545,噠
15549,噥
15550,噦
15580,噯
15581,噰
15585,噲
15586,噴
15591,噸
15592,噹
15599,噽
15600,嚀
15610,嚇
15611,嚌
15619,嚐
15622,嚕
15623,嚙
15630,嚥
15631,嚦
15632,嚨
15633,嚪
15634,嚫
15635,嚬
15637,嚮
15639,嚲
15640,嚳
15641,嚴
15642,嚶
15646,嚻
15654,嚾
15655,囀
15656,囁
15657,囂
15658,囅
15659,囈
15660,囉
15673,囌
15675,囑
15676,囓
15679,囘
15680,囙
15756,囝
15952,囬
15965,囯
16014,囹圉
16203,图象
16210,圅
16254,圇
16272,國
16275,圍
16278,園
16279,圓
16280,圖
16281,團
16285,圝
16286,圞
16835,坵
16846,坿
16917,垜
16963,垵
16967,垻
17035,埜
17041,埡
17046,埨
17053,埰
17054,埳
17057,執
17134,堃
17136,堅
17151,堊
17164,堖
17165,堘
17167,堝
17181,堦
17191,堯
17194,報
17196,場
17207,堿
17214,塊
17215,塋
17219,塌实
17228,塏
17238,塒
17249,塗
17253,塙
17254,塚
17267,塟
17268,塢
17269,塤
17292,塲
17293,塵
17294,塸
17295,塹
17296,塼
17300,塿
17312,墊
17313,墋
17330,墖
17346,墜
17347,墝
17380,墟
17381,墠
17412,墪
17414,墮
17415,墰
17416,墳
17417,墶
17419,墻
17421,墾
17446,壄
17449,壇
17450,壈
17451,壋
17452,壎
17454,壓
17458,壖
17459,壘
17460,壙
17461,壚
17462,壜
17463,壞
17464,壟
17465,壠
17466,壢
17469,壩
17470,壪
17509,壯
17570,壺
17571,壻
17572,壼
17573,壽
17574,夀
17721,复辙
17923,外面光
17928,夘
18028,夜消
18059,夠
18064,夥
19006,夾
19117,奐
19250,奢糜
19254,奤
19265,奩
19266,奪
19267,奬
19269,奮
19271,奲
19369,奼
19418,好样的
19593,妝
19614,妬
19646,姉
19660,姍
19728,委过
19736,姙
19751,姦
19764,姪
19782,姿式
19865,娙
19877,娬
19898,娿
19901,婁
19964,婣
19968,婦
19972,婬
19973,婭
20001,媍
20031,媧
20034,媮
20035,媯
20044,媽
20047,媿
20053,嫁装
20064,嫋
20082,嫗
20116,嫰
20120,嫵
20121,嫺
20122,嫻
20124,嫿
20125,嬀
20126,嬃
20127,嬅
20128,嬈
20135,嬋
20136,嬌
20141,嬙
20143,嬝
